"""V_tc"""
1.5000778E+1	1.5379766E-2
3.0000873E+1	1.5753378E-2
4.5000232E+1	1.6131441E-2
6.0000876E+1	1.6488414E-2
7.5000935E+1	1.6820555E-2
9.0000071E+1	1.7128914E-2
1.0500060E+2	1.7418644E-2
1.2000064E+2	1.7677996E-2
1.3500083E+2	1.7952286E-2
1.5000005E+2	1.8204137E-2
1.6500047E+2	1.8442931E-2
1.7999990E+2	1.8671663E-2
1.9500102E+2	1.8892020E-2
2.1000035E+2	1.9105028E-2
2.2499987E+2	1.9312504E-2
2.4000082E+2	1.9511047E-2
2.5500041E+2	1.9703625E-2
2.6999945E+2	1.9894605E-2
2.8500037E+2	2.0075754E-2
3.0000001E+2	2.0256201E-2
3.1499970E+2	2.0430062E-2
3.3000081E+2	2.0602336E-2
3.4499933E+2	2.0768939E-2
3.5999917E+2	2.0933600E-2
3.7499932E+2	2.1091867E-2
3.8999970E+2	2.1248152E-2
4.0499929E+2	2.1401304E-2
4.1999901E+2	2.1553402E-2
4.3499948E+2	2.1703216E-2
4.4999893E+2	2.1848932E-2
4.6499906E+2	2.1993670E-2
4.7999934E+2	2.2136421E-2
4.9499936E+2	2.2275221E-2
5.0999936E+2	2.2411888E-2
5.2499960E+2	2.2547021E-2
5.3999891E+2	2.2681265E-2
5.5499919E+2	2.2812006E-2
5.6999984E+2	2.2944803E-2
5.8499920E+2	2.3070572E-2
5.9999870E+2	2.3196859E-2
6.1499851E+2	2.3321028E-2
6.2999880E+2	2.3444600E-2
6.4499882E+2	2.3567600E-2
6.5999877E+2	2.3690081E-2
6.7499865E+2	2.3809542E-2
6.8999884E+2	2.3928190E-2
7.0499832E+2	2.4046267E-2
7.1999802E+2	2.4162075E-2
7.3499798E+2	2.4276498E-2
7.4999872E+2	2.4388535E-2
7.6499794E+2	2.4489684E-2
7.7999868E+2	2.4604488E-2
7.9499829E+2	2.4716474E-2
8.0999856E+2	2.4825770E-2
8.2499857E+2	2.4932807E-2
8.3999829E+2	2.5039286E-2
8.5499774E+2	2.5144382E-2
8.6999836E+2	2.5240409E-2
8.8499753E+2	2.5343271E-2
8.9999748E+2	2.5445004E-2
9.1499824E+2	2.5525469E-2
9.2999835E+2	2.5635336E-2
9.4499802E+2	2.5734214E-2
9.5999857E+2	2.5821506E-2
9.7499808E+2	2.5922770E-2
9.8999810E+2	2.6017625E-2
1.0049980E+3	2.6110437E-2
1.0199975E+3	2.6200534E-2
1.0349976E+3	2.6292574E-2
1.0499979E+3	2.6382455E-2
1.0649977E+3	2.6472412E-2
1.0799974E+3	2.6559235E-2
1.0949971E+3	2.6647859E-2
1.1099970E+3	2.6733527E-2
1.1249971E+3	2.6818446E-2
1.1399974E+3	2.6903340E-2
1.1549966E+3	2.6986724E-2
1.1699977E+3	2.7068712E-2
1.1849975E+3	2.7151804E-2
1.1999967E+3	2.7233145E-2
1.2149968E+3	2.7314196E-2
1.2299967E+3	2.7394116E-2
1.2449966E+3	2.7471548E-2
1.2599976E+3	2.7551328E-2
1.2749963E+3	2.7624852E-2
1.2899968E+3	2.7694709E-2
1.3049967E+3	2.7766849E-2
1.3199967E+3	2.7838838E-2
1.3349967E+3	2.7908580E-2
1.3499960E+3	2.7978196E-2
1.3649959E+3	2.8047456E-2
1.3799965E+3	2.8115155E-2
1.3949969E+3	2.8182766E-2
1.4099964E+3	2.8249387E-2
1.4249958E+3	2.8318116E-2
1.4399958E+3	2.8384000E-2
1.4549962E+3	2.8448134E-2
1.4699958E+3	2.8511595E-2
1.4849962E+3	2.8576604E-2
1.4999960E+3	2.8641791E-2
1.5149955E+3	2.8704605E-2
1.5299956E+3	2.8763688E-2
1.5449962E+3	2.8823405E-2
1.5599961E+3	2.8883834E-2
1.5749959E+3	2.8941445E-2
1.5899961E+3	2.9002469E-2
1.6049958E+3	2.9058684E-2
1.6199957E+3	2.9115877E-2
1.6349958E+3	2.9170607E-2
1.6499956E+3	2.9204286E-2
1.6649957E+3	2.9277010E-2
1.6799950E+3	2.9331677E-2
1.6949959E+3	2.9383646E-2
1.7099955E+3	2.9441486E-2
1.7249956E+3	2.9496508E-2
1.7399960E+3	2.9551518E-2
1.7549953E+3	2.9605284E-2
1.7699946E+3	2.9656664E-2
1.7849959E+3	2.9708832E-2
1.7999946E+3	2.9760517E-2
1.8149951E+3	2.9814257E-2
1.8299947E+3	2.9867389E-2
1.8449948E+3	2.9920229E-2
1.8599950E+3	2.9973513E-2
1.8749948E+3	3.0027266E-2
1.8899948E+3	3.0080296E-2
1.9049947E+3	3.0132032E-2
1.9199945E+3	3.0183717E-2
1.9349945E+3	3.0235135E-2
1.9499947E+3	3.0285932E-2
1.9649950E+3	3.0334508E-2
1.9799946E+3	3.0384670E-2
1.9949943E+3	3.0435152E-2
2.0099946E+3	3.0484642E-2
2.0249945E+3	3.0532037E-2
2.0399944E+3	3.0580334E-2
2.0549945E+3	3.0628098E-2
2.0699937E+3	3.0673743E-2
2.0849952E+3	3.0722294E-2
2.0999944E+3	3.0767608E-2
2.1149952E+3	3.0813761E-2
2.1299935E+3	3.0857147E-2
2.1449936E+3	3.0901269E-2
2.1599935E+3	3.0945137E-2
2.1749937E+3	3.0988561E-2
2.1899936E+3	3.1032391E-2
2.2049933E+3	3.1075993E-2
2.2199941E+3	3.1123553E-2
2.2349940E+3	3.1166749E-2
2.2499938E+3	3.1206239E-2
2.2649938E+3	3.1247202E-2
2.2799933E+3	3.1292592E-2
2.2949935E+3	3.1337374E-2
2.3099936E+3	3.1380430E-2
2.3249938E+3	3.1421037E-2
2.3399930E+3	3.1464641E-2
2.3549933E+3	3.1507329E-2
2.3699932E+3	3.1547098E-2
2.3849933E+3	3.1587109E-2
2.3999933E+3	3.1628693E-2
2.4149942E+3	3.1669160E-2
2.4299930E+3	3.1711201E-2
2.4449927E+3	3.1753343E-2
2.4599930E+3	3.1788265E-2
2.4749929E+3	3.1832070E-2
2.4899924E+3	3.1869416E-2
2.5049930E+3	3.1913106E-2
2.5199926E+3	3.1953827E-2
2.5349924E+3	3.1992632E-2
2.5499929E+3	3.2028963E-2
2.5649928E+3	3.2065979E-2
